Img,Image_Set,Memorability_Score,Num_Ratings,Mean_Valence,Mean_Arousal
003b4444e624e41a4553d652cdc5a983.jpg,Places,0.69324489,40,3,4.675
01dda5672da86989cbe428226392efd5.jpg,Places,0.63651349,42,7.30952381,5.904761905
01e25ec2b653507e0fac4ae6730c3706.jpg,Places,0.672271235,40,7,5.65
01e9ff90b87d78f52de8f4cee0fd28e1.jpg,Places,0.617999511,43,7,4.953488372
01eaa9d3e93ad66b6182e77489aa56ea.jpg,Places,0.615415822,40,6.425,5.15
01f870e557961e3faef0856f12309fa4.jpg,Places,0.658424908,42,3.238095238,4.80952381
02a108b4bc4d6ca41a136435224928d2.jpg,Places,0.677039529,40,5.475,4.15
02b3272e1d1feafc656aa04b82e9ffa5.jpg,Places,0.553466872,45,6.755555556,4.955555556
02b795f5cb873198bbcdcba8e3e11cca.jpg,Places,0.756478054,40,3.55,3.8
02c05e69286823f10f4ab01f26fc6812.jpg,Places,0.712837838,40,6.375,4.975
02c5e03a399d585427e32b454d57de71.jpg,Places,0.616620879,51,4.843137255,3.352941176
02ec8ea5e3554dfb0f838780cc287758.jpg,Places,0.492097701,40,4.525,4.2
03b8acc17e9fa12795ac1bdce10e01fe.jpg,Places,0.774684994,51,3.196078431,3.666666667
04010bc443e63d3299791526581d1c6a.jpg,Places,0.706976744,49,5.244897959,3.93877551
04c7e1e045d2a464c7660a5a1dc6b521.jpg,Places,0.758693361,40,1.9,6.8
04d47b8184a2bdde9179efa50640e7d3.jpg,Places,0.548571429,40,5.7,3.85
04de1856fcea231f42ad01035f9b1c56.jpg,Places,0.834257206,40,5.525,4.325
05959e48f7447bcd3f67d4807a6b7b4e.jpg,Places,0.689509676,49,5.020408163,4.265306122
05d8821c014d8c5811839b8245fef778.jpg,Places,0.772880683,40,3.3,5.175
05e0ccb29e66f0205468594900a6183c.jpg,Places,0.57290562,40,6.025,4.45
05f053f20441224f9bde4fb2cebde1ea.jpg,Places,0.657790143,40,6.45,4.975
05f5f831733b4fcffaac3613124a4ef9.jpg,Places,0.605809859,43,6,5.069767442
06a9ade692b9894b771ba657cade7770.jpg,Places,0.605352304,45,3.666666667,3.044444444
06d26db007c559279f26819efcdd8c97.jpg,Places,0.7125,51,4.588235294,3.31372549
06d33ac733c970cbc37f9d1a6c38116d.jpg,Places,0.776209677,45,4.8,4.666666667
072df3db3bb17ed49dac836642611d58.jpg,Places,0.533682937,49,4.857142857,3.816326531
07aff1491399cda2fbdb363c5fb98a04.jpg,Places,0.730990669,45,2.733333333,5
07b98f0075d2baf40f8a46dbc3147988.jpg,Places,0.456410256,40,5.975,4.075
07bdda6b3822bc761b9c451536422c73.jpg,Places,0.706917558,43,4.581395349,3.558139535
07c99bf394859e3fdde94626a4aedb79.jpg,Places,0.600831601,43,3.581395349,3.348837209
07cf5e9b9aad501863fe286256b8433d.jpg,Places,0.647981315,43,5.325581395,4.11627907
07fbc5d4f0c1ab43be1954cbf040156e.jpg,Places,0.567907996,49,1.836734694,6.102040816
0841f280aff55c74ee0dffdaf4188ea4.jpg,Places,0.511715934,49,5.775510204,4.448979592
08578eab23408bf318dfd6db70500e8c.jpg,Places,0.649744753,51,6.039215686,5.039215686
0cfe87730c34e33ddefcea72a76866e1.jpg,Places,0.686692506,53,5.471698113,4.113207547
0f271a073aca919eaf73077a0a550867.jpg,Places,0.561882339,51,5.607843137,4.784313725
1216885fcd1996d72778d37973d8a999.jpg,Places,0.753485854,56,3.357142857,3.410714286
134b290238223fd49f2dee79a7587f06.jpg,Places,0.697200243,54,4.388888889,4.018518519
158014689825043d5b49ffcf135892b5.jpg,Places,0.619136961,51,2.235294118,5
15b2fecb8d54103bbfccd9e0cf34a77e.jpg,Places,0.642288862,49,7.448979592,6.346938776
173e8fe5c0c53b4f5385c8a7e86a861a.jpg,Places,0.591575092,49,5.040816327,4.040816327
1abe1596b69591f149b15811c4ebf8d4.jpg,Places,0.625848293,51,2.921568627,3.862745098
1cbef3c5cb4fe716e034186cb1f459b5.jpg,Places,0.646030861,56,2.053571429,5.339285714
1d1126855bbfe8686076894dafc7e2dd.jpg,Places,0.632409131,40,6.125,4.625
1d6107741d00d7d7c948236f08261022.jpg,Places,0.697496609,40,7.25,5.55
1dbc7df4af0afedb6bc0d91abf65d058.jpg,Places,0.768162275,40,7.275,5.8
1dc361f76251ff72a0694023d1916f60.jpg,Places,0.577430386,40,7.05,5.375
1dc5c3b08060954e521c75ea837eb71d.jpg,Places,0.620050719,40,4.75,4.125
1dd3a731a3e1716b73cb2d1b65d83d7a.jpg,Places,0.794805195,40,5.2,5.35
1dd77ec744fb837935ab3df63483c776.jpg,Places,0.685149366,40,4.7,3.8
1dd996ab9593336670e1b93dd8ba9f1a.jpg,Places,0.620234929,40,4.825,3.475
1ddda63362e0721f412de80fd0ca4883.jpg,Places,0.748892314,40,3.75,4.325
1ded6e97d0ad65c21ef12e8872f75185.jpg,Places,0.550936888,42,6.5,4.857142857
1e0039c3ff70aa9ddd88b4f712810288.jpg,Places,0.649513473,40,7.525,5.875
1e0ac70f7b7b43cce98bf26a2240e6f0.jpg,Places,0.629164953,43,5.651162791,4.76744186
1e0bf22bb974ebd8945c4143dd06ba19.jpg,Places,0.901378373,40,4.65,5
1e11737ef84d2540acdb3e95be306366.jpg,Places,0.664603175,40,4.825,4.675
1e17d2e98031547bec6f4684524e29d2.jpg,Places,0.501995242,40,4.425,4.125
1e26d745a0951bfa5278805abf6ba298.jpg,Places,0.698493976,43,4.837209302,3.906976744
1e31bf1c05c2786e4e14276e30f4cd5c.jpg,Places,0.565583087,40,2.975,3.975
1e35e7e28213e147fab78aea8e504e2b.jpg,Places,0.809166491,45,7.066666667,6.155555556
1e4a0f9289367ab74a587f6f44a4d5e9.jpg,Places,0.59499232,45,6.111111111,4.777777778
1e5331dcb6300b78f27530fad9151075.jpg,Places,0.813972873,45,1.955555556,5.111111111
1e55bcaa25fabbc8578a7277fc33739b.jpg,Places,0.706190476,40,4.4,3.525
1e571e151e1117ad2d65e10293008f3b.jpg,Places,0.708156028,40,4.175,3.725
1e5961026da783754d8ece7706b3b060.jpg,Places,0.614498645,40,3.4,3.875
1e6a60f1817f555f789e697ee2286ae1.jpg,Places,0.535209847,40,8,6.175
1e6adb94e473b7b03da0dac131148d3d.jpg,Places,0.586373626,40,3.1,3.3
1e6b7bdeff775085076c033c886f9be9.jpg,Places,0.653788919,40,4.775,4.45
1e7b01b9407cb445ba0ddf605496cebc.jpg,Places,0.687135315,40,6.125,5.475
1e7ce32a3cbdae096a502e6c8076f79b.jpg,Places,0.737660773,40,2.75,4.9
1e7d10af2893cad8262309c1cbc2cf9a.jpg,Places,0.651883239,40,4.85,4.875
1e8b1c227937cf0e65acd92b50392f3e.jpg,Places,0.707202612,40,5.875,4.8
1e8d554bd33ee06f1f5bb421c6f25fe9.jpg,Places,0.679687935,40,5.85,4.25
1e901ec959fc45590d29efb421923c34.jpg,Places,0.70046663,66,3.560606061,4.348484848
1e94ffb7f9974a4e16b4667988e5fe04.jpg,Places,0.747773704,40,4.775,4.925
1e97f5f28a04bcb22ac4e46ec8955edb.jpg,Places,0.723750566,40,5.175,4.15
1e9a7348801ea6809c3124d8d5ea2cae.jpg,Places,0.725357571,43,4.674418605,5
1ea7203c56796c5909a142fa13567bcb.jpg,Places,0.707161569,40,5.15,3.675
1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,Places,0.783162271,40,6.05,5.3
1ec3da084ef6bb404b0f4e706f3dca08.jpg,Places,0.717230444,43,4.651162791,5.325581395
1ed3f9920ce7b51e85a48d73b6970a23.jpg,Places,0.636631016,43,3.813953488,4.465116279
1ed67ec76a0c777b8e5355f354aba9da.jpg,Places,0.753257082,40,5.4,4.15
1edc24658eaa9e85cfeacfabd589acf6.jpg,Places,0.658204688,45,7.133333333,5.755555556
1edf5f73aaf37ebc3193e17560540498.jpg,Places,0.750158529,40,5.725,4.125
1ee7db919447af22c4e020dc971d886d.jpg,Places,0.585416667,40,4.9,3.775
1ee97f16728673edee438113bafa6297.jpg,Places,0.634735513,64,5.671875,4.609375
1eec067883ec4da9a4f1847ce01edf8b.jpg,Places,0.536445309,40,5.7,4.05
1eec1f3b01e05351d9ff41e3a55f9e27.jpg,Places,0.772216914,66,6.136363636,5.03030303
1ef4cac9464d4653598135ae1d61b04c.jpg,Places,0.623798756,40,4.175,3.975
1f0e8f8ce9366c8c322760581a0837e7.jpg,Places,0.555087719,42,3.523809524,3.428571429
1f13b2825be0ba034d5aa84a1f6a3db5.jpg,Places,0.54699273,40,5.75,4.4
1f1fe398d640f5cb7e6e173f3bcd5d5c.jpg,Places,0.699459459,40,2.425,6.075
1f2a1d44828ccded62a77326ea63a813.jpg,Places,0.65946697,40,6.9,5.125
1f2adbc296992ce12f022855d9deb425.jpg,Places,0.743725919,40,6.775,5.15
1f2dda51b5242f07a9d6c869db4548e1.jpg,Places,0.479037379,40,4.2,4.125
1f36c2fb67e730ab45dac6eecb826ed4.jpg,Places,0.663198779,40,4.45,3.5
1f396089db473a11f89829bac0516dd9.jpg,Places,0.550383352,40,4.975,4.075
1f3b7686aec06ee6317689913a80be4d.jpg,Places,0.725668449,40,4.425,4.325
1f400d28261cb15a25e91e7be56110ba.jpg,Places,0.552419355,40,6.1,4.9
1f54b4a7227a65befed260d2250c5f7f.jpg,Places,0.711460674,40,6.9,5.925
1f70ece26cb7ddab09e7389717665ce5.jpg,Places,0.713036566,43,6.023255814,5.744186047
1f80696cb32ea4cf78d96db7492824c3.jpg,Places,0.610883956,43,4.093023256,4.279069767
1f884f3be8fd5e4e460b23c78db76d16.jpg,Places,0.737233446,43,4.930232558,4.418604651
1f8f17ae4c44378ad7ea2db1ef0bfc25.jpg,Places,0.650835276,43,3.76744186,4.302325581
1f9a82ccaf0a33edbbaab571d60d0058.jpg,Places,0.784227537,43,4.76744186,3.930232558
1fbe50e9fbfb4cd25adb8887c3a48e67.jpg,Places,0.795899348,43,4.674418605,5.488372093
1fe7a8e5f31789be5be02e5cf90ec71f.jpg,Places,0.714031241,43,5.534883721,4.88372093
1ff93f044a2f56339403ccc24740e14b.jpg,Places,0.612317915,43,3.139534884,4.418604651
206bc985a381318246da8073d6491671.jpg,Places,0.639495798,60,5.383333333,4.666666667
2301953e90a7e451f9113cb4ad3d4d78.jpg,Places,0.745817246,62,3.983870968,5
258deca908113596dbdaa3e9e908e0b2.jpg,Places,0.58625731,62,3.919354839,3.85483871
29d7775002cc48aee7b8ad5509ade341.jpg,Places,0.622574956,60,3.633333333,3.9
2a01c0454e5be6e72c730c5951d01eb3.jpg,Places,0.611062944,43,4.581395349,4.046511628
2a0735c755f4e13681ed4ddf484b6ec1.jpg,Places,0.749924585,43,3.790697674,3.837209302
2a0893b9eb05c70bbf37427ff8b03490.jpg,Places,0.740310078,43,5.511627907,5.348837209
2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,Places,0.522643819,43,3.209302326,3.76744186
2a2a25458985c1efa5ba592c203c6387.jpg,Places,0.683691309,43,4.76744186,4.11627907
2a3c588170a6bf80d052d1c017bbf1f4.jpg,Places,0.834498394,43,2.930232558,4.604651163
2a4a081b01992094c1ec1fe3089f9fd8.jpg,Places,0.732709151,43,5.906976744,4.651162791
2a4a79fd4033ff2590f535000926d00f.jpg,Places,0.750075068,43,7.744186047,6.11627907
2a4cdd3fa89eb55661ced0660a0958a7.jpg,Places,0.457557707,43,4.348837209,4.88372093
2a569badca3d9b61a0187834037c83e6.jpg,Places,0.734647887,43,4.76744186,3.627906977
2a608dc6d5195d76ed0be5bb46e5922e.jpg,Places,0.788984088,43,2.186046512,4.511627907
2a6243792301ce0a837aa4ec2d89162f.jpg,Places,0.709090909,43,3.581395349,4.279069767
2a7327a4a7c977e3b369401cc7c96a47.jpg,Places,0.720178372,43,3.953488372,4.930232558
2a78229e95a5f44039805368f842acef.jpg,Places,0.701042442,43,5.418604651,4.046511628
2a8659163f2f90b32eba885c4df554d5.jpg,Places,0.616532117,43,6.11627907,5.11627907
2a8eb6ce5ebafaad02cade23a3487b3e.jpg,Places,0.672268908,43,3.418604651,3.162790698
2a9254a61bb8e28d864ca46df2215281.jpg,Places,0.715183752,43,4.372093023,4.488372093
2a94aa054427f320ddea81ce314f57c4.jpg,Places,0.596770335,43,4,4.11627907
2a984543bf5c81146908ad57894dfa5d.jpg,Places,0.523589744,43,4.046511628,4.348837209
2a9d0e1facb66e8d4a1369056bc2b969.jpg,Places,0.759027778,43,3.209302326,3.837209302
2aa7d16216672ee000ee2bd2adac4cfc.jpg,Places,0.80726817,43,4.651162791,3.627906977
2ab8f96b2542d6da1ac72f266f668397.jpg,Places,0.632271838,43,3.465116279,3.627906977
2abb120cd5a781286741182cc4bb6dd2.jpg,Places,0.625657895,43,3.488372093,3.255813953
2ac0aa405140314ab53ca49847179498.jpg,Places,0.65530303,43,6.581395349,5.744186047
2af838af77d779b2a4e28f27f7fb1691.jpg,Places,0.707842281,43,5.534883721,4
2b37ae2fe44666609c3b1131afdfbf75.jpg,Places,0.593648412,43,6.418604651,4.930232558
2b59757d380eb3ba7c90a7e31c7fd497.jpg,Places,0.636645963,40,6.775,5.4
2b7ba3e163d37ef892b5dca98704d076.jpg,Places,0.67690695,41,4.902439024,3.463414634
2b8860dd1c101addfd46ba39d243773c.jpg,Places,0.609266409,43,3.860465116,4.139534884
2b9365dbc0a3ae7cfe0fe309b113a73d.jpg,Places,0.634296415,43,3.488372093,4.465116279
2bc6edca13992e7542e0f46926126271.jpg,Places,0.724528302,43,2.627906977,4.558139535
2bc874bae8fec267de2ad426eb28d294.jpg,Places,0.732864137,43,3.348837209,4.744186047
2c10a7cd5422dcf220c595692e36ffd9.jpg,Places,0.658572197,43,6.11627907,4.558139535
2c2bd0d099f8e92bbbad1aec3c32e829.jpg,Places,0.762099309,43,3.674418605,3.395348837
2c43be4c7208be10bbd252ccceb69525.jpg,Places,0.663275194,62,5.64516129,4.951612903
2c4604c72073d2e7c20e89dc6acc08b1.jpg,Places,0.710968379,43,2.906976744,5.046511628
2c67c68f0d5775eacb7a6282950c23d0.jpg,Places,0.671725864,43,3.046511628,4.279069767
2c69023e250595976996f3d786cc6227.jpg,Places,0.646615511,43,5.837209302,4.441860465
2c7340a47a4daa8b614df5c379f2c502.jpg,Places,0.753148959,43,4.302325581,3.604651163
2c9bea06e1286af79725ebe7a1a3a112.jpg,Places,0.58392435,43,3.069767442,3.674418605
2caf6014b29179b1f94d0ea603ccb55c.jpg,Places,0.528983212,62,4.661290323,3.564516129
2d16fb8f4ab378c76d8e307deac8a4f1.jpg,Places,0.588481338,43,6.255813953,4.813953488
2d2d8c2e920bc48382220b61ceb63b0f.jpg,Places,0.763264519,43,5.302325581,4.395348837
2d531753e947038d2aa5aff546335d05.jpg,Places,0.731313131,40,2.425,4.55
2d694642b57a504b0b316c7590ba86d5.jpg,Places,0.630459444,43,5.627906977,5
2d8dc41fdd36c219bd5da129e664d01c.jpg,Places,0.661594203,43,3.697674419,3.976744186
2db24588e5076f576708d1a29c131688.jpg,Places,0.613527397,43,6.76744186,5.302325581
2dc97a45dbc8d72416c0a35ef44161fd.jpg,Places,0.681560284,43,3.88372093,4
2dd0aad5b99bf1d8f7739cdc4f2ae114.jpg,Places,0.567550505,43,4.23255814,4.23255814
2dd7673f102f00cb5c92362a3ee4ee28.jpg,Places,0.673881674,43,3.348837209,4.348837209
2df3f25d74084b32e9ad4c052a53c88b.jpg,Places,0.763013699,43,6,5.23255814
2e0b12b91aca4c29a1ba4e7455992f58.jpg,Places,0.651652387,43,4.162790698,3.162790698
2e36014d90938082491aee58d3f6a590.jpg,Places,0.5925,43,4.372093023,4.069767442
2e385e1fcbdb94c08441ee92d8fbcee0.jpg,Places,0.829537612,43,1.930232558,6.581395349
2e3b0025fcff7340461ebb7fc282d7c9.jpg,Places,0.61415608,62,6.241935484,4.322580645
2e4009a2ea8d585ba497bf5fd7816d1b.jpg,Places,0.57379349,43,3.395348837,3.930232558
2e67e1886846163e09def50361dcd5c8.jpg,Places,0.830311324,43,4.697674419,4.279069767
2e736b206488e9fae823363bdfc23722.jpg,Places,0.622019429,40,7.475,5.925
2eb4c6a3398183f2815bd46514c8d82a.jpg,Places,0.644335512,43,5.697674419,4.953488372
2ebeee33f96273cf4dc22c5f5a8d6e1c.jpg,Places,0.661517615,43,3.186046512,5.069767442
2edafa05830ba05177ed44784935aa26.jpg,Places,0.596947791,43,5.674418605,5.023255814
2edc41ddc7706a2dd94be22b13674f6b.jpg,Places,0.710040161,43,3.23255814,4.76744186
2ede5cad9dac264188de4895e29cf9d0.jpg,Places,0.668421053,43,4.581395349,3.744186047
2f02c39dabc2c18f71aa323771b1bd08.jpg,Places,0.540239726,43,7,5.790697674
2f07d5fc0d8464c81783119fa98c83ec.jpg,Places,0.686293436,43,2.860465116,4.395348837
2f0bba34d85a027acec097fe172fc42d.jpg,Places,0.752038547,43,5.627906977,4.534883721
2f35eee0d0df52af0fb2c2e2785a2264.jpg,Places,0.645760122,43,6.906976744,5.604651163
2f3e68a37d68e5bab426786d2ae708cf.jpg,Places,0.73519194,43,5.023255814,4.604651163
2f5b09056f0bdfb476f76b191d07fa5d.jpg,Places,0.489326765,43,2.534883721,4.511627907
2f5ba10137ac413573a293e864786b2a.jpg,Places,0.592463216,49,2.326530612,4.591836735
2fa5020d67299f26e69558457345ac94.jpg,Places,0.647904941,44,6.113636364,5.409090909
2fa736ef1406c56611e6867fb7c058d2.jpg,Places,0.492532006,43,5.372093023,4.209302326
2fc170131665d79a6c9d0f52ae59bbce.jpg,Places,0.72500993,44,4.954545455,4.840909091
2ff37af171e83c338a4728dc7287d9ff.jpg,Places,0.674634146,44,4.386363636,4.318181818
2ff8c0f62c39a19c2fc40069e8388087.jpg,Places,0.587673039,44,6.477272727,5.022727273
34b1378abebc1c5b87fd7099a5dc46a0.jpg,Places,0.628676471,45,6.644444444,5.044444444
366c7a465cb98a25b14577e0315952d6.jpg,Places,0.609803922,60,1.466666667,6.066666667
3677b20957c6d8049c45e827b3db92d7.jpg,Places,0.638528139,62,4.580645161,4.338709677
3745bc579754295db3b4c811a6ad37cd.jpg,Places,0.674289491,60,4.566666667,4.1
3822670c9ee61a358b8354f2d845e06d.jpg,Places,0.600473093,64,3.296875,3.96875
3a28649190d86c53706846e0df52129b.jpg,Places,0.732784538,43,5.186046512,4.744186047
3a461fed090d7fa83689e4a534c0914f.jpg,Places,0.528927964,44,6.409090909,4.840909091
3a58b529c25a3e1d0f3434f486489de7.jpg,Places,0.725820017,41,6.609756098,5.87804878
3a600c8a15616fb6e2107003ffe8347a.jpg,Places,0.619080975,46,2.47826087,4.934782609
3a86857c680b20161adf067d5fa9433d.jpg,Places,0.702865762,41,5.317073171,4.853658537
3a8eb81e5cc8bd1f922c58d6639e07a1.jpg,Places,0.587719298,41,4.707317073,4
3aa18c7989615cbf9e84d32f0039e64f.jpg,Places,0.652680653,55,6.109090909,4.145454545
3ac8ffe70b108035b51493f299b7d7f6.jpg,Places,0.618315508,41,6.487804878,5.853658537
3ad1eaf82976bfcd62fdf7efe3f73714.jpg,Places,0.554871795,41,2.024390244,4.658536585
3ad53613d1e62016f2d163f72a76d052.jpg,Places,0.634092827,55,6.345454545,4.509090909
3b08f28d9d585bfe9af0a73b73fcaa96.jpg,Places,0.702022407,55,2.363636364,4.381818182
3b27853f18bb065fae257ee8cd35cd73.jpg,Places,0.687547746,55,5.054545455,3.527272727
3b28318716c8f229919610055035ba3e.jpg,Places,0.687464549,41,2.707317073,3.658536585
3b5f8186b01245bd21db960b757f3528.jpg,Places,0.660522273,55,1.327272727,6.4
3b673726a2baf7444cb1c59a83e6799a.jpg,Places,0.713624895,55,6.436363636,4.563636364
3b6c241a0d3d3b0f490cafd1637a76c5.jpg,Places,0.69924812,55,2.327272727,4.654545455
3b7df679b2ffff2e72bd7f52fcb5388d.jpg,Places,0.65213197,41,5.658536585,4.365853659
3b801dce0def3b08832596e9d9c49581.jpg,Places,0.725657895,55,6.4,5.090909091
3b8104eef9537f390f5ec146d03f1e38.jpg,Places,0.560704023,55,4.381818182,4.436363636
3b90ee1dc537a556738135864d40f85e.jpg,Places,0.708809263,81,4.962962963,4.320987654
3b932d75f42a978a4447cbc2d09059d9.jpg,Places,0.638763198,57,1.859649123,4.701754386
3b9b0cddad6641fd97540f00b03e68aa.jpg,Places,0.676406926,41,5.146341463,5.341463415
3b9d2b3465a8d80cdf4bcbb3244a04e9.jpg,Places,0.643269231,55,3.490909091,3.6
3baa9ea42abb41d260b093fc083b5887.jpg,Places,0.694790902,55,1.818181818,4.436363636
3bd7160a76965b5288a75d7b5764a9af.jpg,Places,0.522601626,55,5.309090909,3.981818182
3be17b8dfa103047efbf532477c65204.jpg,Places,0.630958617,82,3.134146341,3.512195122
3be1dc1cbac8f940252b3cb095d56548.jpg,Places,0.703809524,55,2.2,3.6
3c33e20a115a633d1b4076e0aa24ca45.jpg,Places,0.744230769,55,5.636363636,5.945454545
3c42c59470c5a78bd8fad7a3f4223af9.jpg,Places,0.529494468,55,5.872727273,3.690909091
3c5a0b25483f34187dd3f8eca10ad399.jpg,Places,0.717265725,55,4.327272727,3.090909091
3c5dac2601b405132caf9b278cda5e0b.jpg,Places,0.707393484,55,3.2,4.363636364
3c6385d5f57104049b91e0f234839524.jpg,Places,0.570243902,84,4.452380952,3.261904762
3c7e9ab5489449b4c6daec12e1f3d512.jpg,Places,0.834669556,55,5.672727273,3.563636364
3c864b0c187d2004d777ac98d383d561.jpg,Places,0.654594069,55,3.854545455,5.109090909
3c87996b88b26718a08fb1765c20c424.jpg,Places,0.647622749,55,4.781818182,4.127272727
3c8f34aaf15f4a06e94e962204cff5c7.jpg,Places,0.61680295,55,2.854545455,3.018181818
3c9c98c501bd196ba8bdd97e02415df9.jpg,Places,0.663888889,58,5.965517241,4.568965517
3cb07366b282476d5e15cb9f405bd2d6.jpg,Places,0.640168342,58,5.862068966,3.775862069
3cb19fb52f25013ec9cbcb7175929250.jpg,Places,0.61897514,60,4.916666667,4.2
3ce7adca2a786eaf500aa94776256671.jpg,Places,0.659736195,60,1.85,3.783333333
3d1624eb4c35402296bf9bc2e790f343.jpg,Places,0.602469924,55,2.272727273,3.890909091
3d59b2b50b93bc6789d97509f8441be6.jpg,Places,0.655877617,55,6.018181818,3.836363636
3d6e7640deab0cc48ff66f82112f4939.jpg,Places,0.698571429,41,4.926829268,4.341463415
3da5732e632753fd586cc485ee1451df.jpg,Places,0.591947961,60,6.6,5.55
3ddd64c8e1bd9da05c60694765cbaa6e.jpg,Places,0.668693009,48,5.3125,4.9375
3de10e6b1ab832ee5fe530905005b0bc.jpg,Places,0.508377536,55,4.963636364,4.109090909
3e1adbe2cadd9c9df08733476638b2ed.jpg,Places,0.628571429,55,3.363636364,4.345454545
3e1d450dbf3abfdba940934fbdbdf4b0.jpg,Places,0.472963483,55,4.127272727,3.290909091
3e206fd9a5f8dc8d4a37f98fcdda26d9.jpg,Places,0.617951669,55,2.563636364,4.145454545
3e5b343cffc0b3479d7d5da6b5e224fd.jpg,Places,0.775757576,55,4,3.036363636
3e63504a056f9ae4d031ef5b232068fc.jpg,Places,0.787940379,55,5.872727273,4.563636364
3e79264c864696403ae198c00df0e69e.jpg,Places,0.670385396,60,4.883333333,3.9
3e7d77afa0df3f55870ed51e1786d9dd.jpg,Places,0.719211823,55,6.727272727,4.436363636
3ecd4ba69fcbc46e244afb86051e36e6.jpg,Places,0.67230709,41,2.658536585,4.512195122
3ed4c65eb4ba874e455ada92d56a3ff9.jpg,Places,0.642122487,44,5.840909091,4.659090909
3f25e223f09d791def484428512b18ba.jpg,Places,0.669852941,41,4.756097561,4.487804878
3f2fd5456b6a728e77f9fbbc1107ab49.jpg,Places,0.677960157,41,6.902439024,5.975609756
3f2fd9474f29da0b50ff9286b429bbc0.jpg,Places,0.610496183,65,6.046153846,5.169230769
3f6828840d37b374ae7d8e5c9d3ab667.jpg,Places,0.775862069,46,5.260869565,3.434782609
3f8d7962634e0d8474cdb7bcf0528913.jpg,Places,0.749023285,41,4.195121951,4.707317073
3face544b929a821942abc87804bcb8c.jpg,Places,0.607737164,41,5.024390244,4.073170732
40e5090bc4b80a9e6346667a8a77b628.jpg,Places,0.562872629,63,3,3.666666667
4286a8ffe01bd93a8f45987b79087df3.jpg,Places,0.649264357,63,4.507936508,4.317460317
43a33bfed518af75d58418a42cba88d4.jpg,Places,0.620322817,63,4.26984127,4.317460317
45e9c719ed026298564123ee8e1c87f7.jpg,Places,0.682878788,63,4.952380952,3.761904762
